Street Address,City,State,Country,result_num,osm_id,display_name,category,type,latlong,vertex_index,vertex_part,vertex_part_index,distance,angle
12 CROSS ST EAST,Somerville,MA,United States,"0","9429316","12, Cross Street East, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.38904254757793,-71.08577821718468","0","0","0",0.00000000000000,0.00000000000000
17 HATHORN ST,Somerville,MA,United States,"0","29792479","17, Hathorn Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.3864271,-71.08234196215756","0","0","0",0.00000000000000,0.00000000000000
18 ARLINGTON ST,Somerville,MA,United States,"0","29642442","18, Arlington Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.38593445,-71.08244295839842","0","0","0",0.00000000000000,0.00000000000000
50 MADISON ST,Somerville,MA,United States,"0","29937385","50, Madison Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3884156,-71.10083007852029","0","0","0",0.00000000000000,0.00000000000000
38 SEWALL ST,Somerville,MA,United States,"0","29730724","38, Sewall Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.393235399999995,-71.09228677165761","0","0","0",0.00000000000000,0.00000000000000
81 SACRAMENTO ST,Somerville,MA,United States,"0","29514965","81, Sacramento Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.3832031,-71.11269917622624","0","0","0",0.00000000000000,0.00000000000000
307 BEACON ST,Somerville,MA,United States,"0","29532375","305;307, Beacon Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.384224950000004,-71.11340790783363","0","0","0",0.00000000000000,0.00000000000000
49 SYDNEY ST,Somerville,MA,United States,"0","29820790","47;49, Sydney Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.394709250000005,-71.08952780143562","0","0","0",0.00000000000000,0.00000000000000
94 GRANT ST,Somerville,MA,United States,"0","29716527","94;96, Grant Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3942904,-71.08842608543983","0","0","0",0.00000000000000,0.00000000000000
63 MARSHALL ST,Somerville,MA,United States,"0","29537476","63, Marshall Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.389917,-71.09492475414885","0","0","0",0.00000000000000,0.00000000000000
59 GILMAN ST,Somerville,MA,United States,"0","200089610","59, Gilman Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38546275,-71.09126130403912","0","0","0",0.00000000000000,0.00000000000000
112 GLEN ST,Somerville,MA,United States,"0","29940702","112;114;116;118, Glen Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38375635,-71.08666529999999","0","0","0",0.00000000000000,0.00000000000000
14 WALDO ST,Somerville,MA,United States,"0","29516207","14, Waldo Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.389287949999996,-71.10417015","0","0","0",0.00000000000000,0.00000000000000
11 TEELE AVE,Somerville,MA,United States,"0","29824875","11, Teele Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4054376,-71.12359566192731","0","0","0",0.00000000000000,0.00000000000000
146 PEARL ST,Somerville,MA,United States,"0","29519982","146, Pearl Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.385846,-71.08878368019145","0","0","0",0.00000000000000,0.00000000000000
160 PEARL ST,Somerville,MA,United States,"0","29939650","160, Pearl Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3860255,-71.08948171345114","0","0","0",0.00000000000000,0.00000000000000
14 HARVARD ST,Somerville,MA,United States,"0","29631777","14;16, Harvard Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38546305,-71.10777174348897","0","0","0",0.00000000000000,0.00000000000000
215 COLLEGE AVE,Somerville,MA,United States,"0","29516922","215, College Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.404720999999995,-71.11704370289257","0","0","0",0.00000000000000,0.00000000000000
33 WALLACE ST,Somerville,MA,United States,"0","29723277","33, Wallace Street, Davis Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.3988463,-71.1225799","0","0","0",0.00000000000000,0.00000000000000
17 FREMONT ST,Somerville,MA,United States,"0","29519313","17, Fremont Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.397248649999995,-71.09867994810958","0","0","0",0.00000000000000,0.00000000000000
46 BROMFIELD RD,Somerville,MA,United States,"0","29513687","46, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40288265,-71.11645232099875","0","0","0",0.00000000000000,0.00000000000000
57 PEARSON RD,Somerville,MA,United States,"0","29681805","57, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.402504199999996,-71.1150018595396","0","0","0",0.00000000000000,0.00000000000000
31 ILLINOIS AVE,Somerville,MA,United States,"0","29793343","31;33, Illinois Avenue, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38833925,-71.08241836862817","0","0","0",0.00000000000000,0.00000000000000
452 BROADWAY,Somerville,MA,United States,"0","1112175803","452, Broadway, Magoun Square, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.3966869375,-71.10258225","0","0","0",0.00000000000000,0.00000000000000
39 WARE ST,Somerville,MA,United States,"0","29519122","39, Ware Street, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4055508,-71.1278364547695","0","0","0",0.00000000000000,0.00000000000000
147 GLEN ST,Somerville,MA,United States,"0","255479500","147, Glen Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.38269521428572,-71.08786114285715","0","0","0",0.00000000000000,0.00000000000000
40 ELM ST,Somerville,MA,United States,"0","29589977","40, Elm Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.38719465,-71.11502580100287","0","0","0",0.00000000000000,0.00000000000000
93 LOWDEN AVE,Somerville,MA,United States,"0","29514112","93, Lowden Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3973745,-71.11580253450919","0","0","0",0.00000000000000,0.00000000000000
362 LOWELL ST,Somerville,MA,United States,"0","29514211","362;364, Lowell Street, Magoun Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3960964,-71.10407311164803","0","0","0",0.00000000000000,0.00000000000000
8 LAUREL AVE,Somerville,MA,United States,"0","29516325","8, Laurel Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38413765,-71.10533821647078","0","0","0",0.00000000000000,0.00000000000000
31 FLORENCE ST,Somerville,MA,United States,"0","29746006","31, Florence Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3830519,-71.0829339795886","0","0","0",0.00000000000000,0.00000000000000
68 BROADWAY,Somerville,MA,United States,"0","29519915","68, Broadway, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.38670075,-71.08125672881579","0","0","0",0.00000000000000,0.00000000000000
13 SEWALL ST,Somerville,MA,United States,"0","29829668","13, Sewall Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.392856699999996,-71.09118379551217","0","0","0",0.00000000000000,0.00000000000000
158 JAQUES ST,Somerville,MA,United States,"0","29719440","158;160, Jaques Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39647465,-71.09647093716418","0","0","0",0.00000000000000,0.00000000000000
27 THURSTON ST,Somerville,MA,United States,"0","29795200","27, Thurston Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3907567,-71.09797083462063","0","0","0",0.00000000000000,0.00000000000000
74 MORRISON AVE,Somerville,MA,United States,"0","29935778","74, Morrison Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.39512435,-71.11422485915709","0","0","0",0.00000000000000,0.00000000000000
102 MORRISON AVE,Somerville,MA,United States,"0","29723509","102, Morrison Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.3953971,-71.1153415","0","0","0",0.00000000000000,0.00000000000000
340 HIGHLAND AVE,Somerville,MA,United States,"0","29936357","340, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.39376745,-71.11647516304717","0","0","0",0.00000000000000,0.00000000000000
327 HIGHLAND AVE,Somerville,MA,United States,"0","29797295","327, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39352205,-71.11509701654879","0","0","0",0.00000000000000,0.00000000000000
282 HIGHLAND AVE,Somerville,MA,United States,"0","29789375","282, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.3919141,-71.11221074861452","0","0","0",0.00000000000000,0.00000000000000
92 LOWELL ST,Somerville,MA,United States,"0","29516257","92, Lowell Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38754255,-71.11003314999999","0","0","0",0.00000000000000,0.00000000000000
82 HIGHLAND AVE,Somerville,MA,United States,"0","29937306","82, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38632425,-71.09773850966226","0","0","0",0.00000000000000,0.00000000000000
421 SOMERVILLE AVE,Somerville,MA,United States,"0","355789490","421, Somerville Avenue, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.3819687,-71.101583","0","0","0",0.00000000000000,0.00000000000000
23 ROSSMORE ST,Somerville,MA,United States,"0","5640000818","23, Rossmore Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.3788926,-71.0911106","0","0","0",0.00000000000000,0.00000000000000
133 WALNUT ST,Somerville,MA,United States,"0","29819621","133, Walnut Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3882001,-71.09246095","0","0","0",0.00000000000000,0.00000000000000
13 FLINT AVE,Somerville,MA,United States,"0","9428861","13, Flint Avenue, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.38526848687135,-71.08914232289352","0","0","0",0.00000000000000,0.00000000000000
63 RAYMOND AVE,Somerville,MA,United States,"0","29717938","61;63, Raymond Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4073468,-71.12782221316546","0","0","0",0.00000000000000,0.00000000000000
47 DERBY ST,Somerville,MA,United States,"0","29786285","47, Derby Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39424665,-71.09013335","0","0","0",0.00000000000000,0.00000000000000
86 BROMFIELD RD,Somerville,MA,United States,"0","29533766","86, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.404084850000004,-71.11664140283625","0","0","0",0.00000000000000,0.00000000000000
102 BROMFIELD RD,Somerville,MA,United States,"0","29533682","102, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40455095,-71.11670508188955","0","0","0",0.00000000000000,0.00000000000000
36 PEARSON RD,Somerville,MA,United States,"0","29825489","36, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40161965,-71.11497495525094","0","0","0",0.00000000000000,0.00000000000000
11 PINCKNEY ST,Somerville,MA,United States,"0","105957565","11, Pinckney Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.3835255,-71.08198250000001","0","0","0",0.00000000000000,0.00000000000000
53 MAIN ST,Somerville,MA,United States,"0","29936289","53, Main Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.396636400000006,-71.09935528295745","0","0","0",0.00000000000000,0.00000000000000
45 MORRISON AVE,Somerville,MA,United States,"0","29633553","45, Morrison Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.39508425,-71.1127985","0","0","0",0.00000000000000,0.00000000000000
59 WATERHOUSE ST,Somerville,MA,United States,"0","29686103","57;59, Waterhouse Street, Somerville, Middlesex County, Massachusetts, 02474, United States",building,yes,"42.40441815,-71.13362804655685","0","0","0",0.00000000000000,0.00000000000000
293 ALEWIFE BROOK PKWY,Somerville,MA,United States,"0","29935650","293, Alewife Brook Parkway, Somerville, Middlesex County, Massachusetts, 02474, United States",building,yes,"42.40932925,-71.13017332901471","0","0","0",0.00000000000000,0.00000000000000
34 MOUNT PLEASANT ST,Somerville,MA,United States,"0","29537675","34, Mount Pleasant Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.3848403,-71.07858047659218","0","0","0",0.00000000000000,0.00000000000000
